Fieldwork date,Polling firm,poll,party
2/3/2019,Kyodo News,2.80078125,Ishin
2/11/2019,Jiji Press,1,Ishin
2/11/2019,NHK,1.200195313,Ishin
2/17/2019,Nikkei & TV Tokyo,1,Ishin
2/17/2019,Asahi Shimbun,1,Ishin
2/24/2019,Yomiuri Shimbun,1,Ishin
2/24/2019,ANN,1.599609375,Ishin
3/3/2019,JNN,1.799804688,Ishin
3/10/2019,NHK,1,Ishin
3/10/2019,Kyodo News,2.69921875,Ishin
3/11/2019,Jiji Press,1.400390625,Ishin
3/17/2019,Mainichi Shimbun,2,Ishin
3/17/2019,Asahi Shimbun,2,Ishin
3/17/2019,ANN,1.099609375,Ishin
3/24/2019,Yomiuri Shimbun,1,Ishin
3/24/2019,Nikkei & TV Tokyo,3,Ishin
4/2/2019,Yomiuri Shimbun,2,Ishin
4/2/2019,Kyodo News,3.5,Ishin
4/7/2019,NHK,1,Ishin
4/7/2019,JNN,2.099609375,Ishin
4/8/2019,Jiji Press,1.299804688,Ishin
4/14/2019,Mainichi Shimbun,3,Ishin
4/14/2019,Asahi Shimbun,2,Ishin
4/15/2019,Asahi Shimbun,1,Ishin
4/21/2019,ANN,4,Ishin
4/28/2019,Yomiuri Shimbun,4,Ishin
5/2/2019,Kyodo News,4.30078125,Ishin
5/12/2019,Nikkei & TV Tokyo,7,Ishin
5/12/2019,JNN,2.69921875,Ishin
5/12/2019,NHK,2.900390625,Ishin
5/13/2019,Jiji Press,1.599609375,Ishin
5/19/2019,ANN,3.900390625,Ishin
5/19/2019,Mainichi Shimbun,4,Ishin
5/19/2019,Yomiuri Shimbun,3,Ishin
5/19/2019,Asahi Shimbun,3,Ishin
5/19/2019,Kyodo News,4.1015625,Ishin
6/2/2019,JNN,1.900390625,Ishin
6/9/2019,NHK,2.599609375,Ishin
6/10/2019,Jiji Press,1.200195313,Ishin
6/16/2019,Kyodo News,3.900390625,Ishin
6/16/2019,Mainichi Shimbun,3,Ishin
6/23/2019,Asahi Shimbun,2,Ishin
6/23/2019,NHK,2.19921875,Ishin
6/27/2019,Kyodo News,3.69921875,Ishin
6/30/2019,Yomiuri Shimbun,2,Ishin
6/30/2019,Nikkei & TV Tokyo,4,Ishin
6/30/2019,NHK,3,Ishin
7/5/2019,Yomiuri Shimbun,3,Ishin
7/7/2019,NHK,2.30078125,Ishin
7/7/2019,JNN,3.400390625,Ishin
7/8/2019,Jiji Press,1.799804688,Ishin
7/14/2019,Asahi Shimbun,2,Ishin
7/15/2019,NHK,3.099609375,Ishin
7/23/2019,Asahi Shimbun,4,Ishin
7/23/2019,Kyodo News,6.80078125,Ishin
7/23/2019,Yomiuri Shimbun,5,Ishin
7/28/2019,Nikkei & TV Tokyo,5,Ishin
8/4/2019,NHK,3.80078125,Ishin
8/4/2019,JNN,3.599609375,Ishin
8/12/2019,Jiji Press,2.19921875,Ishin
8/18/2019,Kyodo News,3.80078125,Ishin
8/18/2019,ANN,5.3984375,Ishin
8/25/2019,Yomiuri Shimbun,3,Ishin
9/1/2019,Nikkei & TV Tokyo,4,Ishin
9/8/2019,JNN,4.5,Ishin
9/8/2019,NHK,3.19921875,Ishin
9/9/2019,Jiji Press,1.799804688,Ishin
9/12/2019,Kyodo News,2.80078125,Ishin
9/12/2019,Nikkei & TV Tokyo,2,Ishin
9/15/2019,Yomiuri Shimbun,2,Ishin
9/15/2019,Mainichi Shimbun,5,Ishin
9/15/2019,ANN,4.30078125,Ishin
9/15/2019,Asahi Shimbun,3,Ishin
10/6/2019,Kyodo News,4.69921875,Ishin
10/6/2019,JNN,3.099609375,Ishin
10/14/2019,Jiji Press,1.200195313,Ishin
10/20/2019,Yomiuri Shimbun,2,Ishin
10/20/2019,Asahi Shimbun,2,Ishin
10/20/2019,ANN,2.900390625,Ishin
10/27/2019,Kyodo News,3.599609375,Ishin
10/27/2019,Mainichi Shimbun,4,Ishin
10/27/2019,Nikkei & TV Tokyo,4,Ishin
11/10/2019,ANN,2.099609375,Ishin
11/10/2019,go2senkyo & JX,3.19921875,Ishin
11/10/2019,Jiji Press,1.299804688,Ishin
11/10/2019,JNN,2.80078125,Ishin
11/10/2019,NHK,2.19921875,Ishin
11/17/2019,Yomiuri Shimbun,1,Ishin
11/17/2019,Asahi Shimbun,2,Ishin
11/24/2019,Nikkei & TV Tokyo,3,Ishin
11/24/2019,Kyodo News,3.900390625,Ishin
12/1/2019,Mainichi Shimbun,4,Ishin
12/8/2019,NHK,1.599609375,Ishin
12/8/2019,JNN,1.900390625,Ishin
12/9/2019,Mainichi & SSRC,4,Ishin
12/9/2019,Jiji Press,2,Ishin
12/15/2019,Yomiuri Shimbun,1,Ishin
12/15/2019,Kyodo News,3.30078125,Ishin
12/15/2019,ANN,1.599609375,Ishin
12/15/2019,go2senkyo & JX,3.80078125,Ishin
12/22/2019,Asahi Shimbun,2,Ishin
12/22/2019,Nikkei & TV Tokyo,2,Ishin
1/12/2020,JNN,2.900390625,Ishin
1/12/2020,go2senkyo & JX,4,Ishin
1/12/2020,Kyodo News,4.3984375,Ishin
1/13/2020,Jiji Press,1,Ishin
1/13/2020,NHK,1.599609375,Ishin
1/19/2020,Yomiuri Shimbun,2,Ishin
1/19/2020,Mainichi Shimbun,3,Ishin
1/19/2020,ANN,2.69921875,Ishin
1/26/2020,Nikkei & TV Tokyo,2,Ishin
1/26/2020,Asahi Shimbun,1,Ishin
2/2/2020,JNN,1.5,Ishin
2/9/2020,Jiji Press,1.299804688,Ishin
2/9/2020,NHK,1.400390625,Ishin
2/15/2020,Yomiuri Shimbun,3,Ishin
2/16/2020,go2senkyo & JX,3.400390625,Ishin
2/16/2020,Asahi Shimbun,2,Ishin
2/16/2020,Kyodo News,3.5,Ishin
2/16/2020,ANN,2.69921875,Ishin
2/23/2020,Nikkei & TV Tokyo,3,Ishin
3/1/2020,go2senkyo & JX,2.80078125,Ishin
3/1/2020,go2senkyo & JX,2.80078125,Ishin
3/8/2020,NHK,1.299804688,Ishin
3/8/2020,JNN,1.5,Ishin
3/9/2020,Jiji Press,1.299804688,Ishin
3/15/2020,Mainichi Shimbun,4,Ishin
3/15/2020,Asahi Shimbun,1,Ishin
3/16/2020,Kyodo News,4.19921875,Ishin
3/22/2020,Yomiuri Shimbun,1,Ishin
3/22/2020,ANN,2.599609375,Ishin
3/28/2020,Kyodo News,5,Ishin
3/29/2020,Nikkei & TV Tokyo,3,Ishin
4/5/2020,JNN,3.30078125,Ishin
4/9/2020,"Mainichi, JNN, & SSRC",5,Ishin
4/12/2020,go2senkyo & JX,6,Ishin
4/12/2020,NHK,1.599609375,Ishin
4/12/2020,Yomiuri Shimbun,2,Ishin
4/13/2020,Asahi Shimbun,3,Ishin
4/13/2020,Kyodo News,5.30078125,Ishin
4/19/2020,Mainichi Shimbun,6,Ishin
4/19/2020,Asahi Shimbun,3,Ishin
5/10/2020,Yomiuri Shimbun,4,Ishin
5/10/2020,Kyodo News,8.703125,Ishin
5/10/2020,Nikkei & TV Tokyo,4,Ishin
5/10/2020,JNN,3.69921875,Ishin
5/17/2020,ANN,3.80078125,Ishin
5/17/2020,go2senkyo & JX,6.80078125,Ishin
5/24/2020,Mainichi & SSRC,11,Ishin
5/24/2020,Asahi Shimbun,4,Ishin
5/31/2020,Kyodo News,7.30078125,Ishin
6/1/2020,Jiji Press,7.69921875,Ishin
6/7/2020,Yomiuri Shimbun,3,Ishin
6/7/2020,Nikkei & TV Tokyo,3,Ishin
6/7/2020,JNN,3.900390625,Ishin
6/14/2020,go2senkyo & JX,5.3984375,Ishin
6/20/2020,Mainichi & SSRC,11,Ishin
6/21/2020,Asahi Shimbun,4,Ishin
6/21/2020,Kyodo News,7.3984375,Ishin
6/21/2020,ANN,6.80078125,Ishin
6/22/2020,Jiji Press,5.8984375,Ishin
7/5/2020,Yomiuri Shimbun,4,Ishin
7/5/2020,JNN,3.5,Ishin
7/12/2020,go2senkyo & JX,5.5,Ishin
7/13/2020,Jiji Press,2.19921875,Ishin
7/19/2020,ANN,3.599609375,Ishin
7/19/2020,Asahi Shimbun,2,Ishin
7/19/2020,Kyodo News,6.30078125,Ishin
7/19/2020,Nikkei & TV Tokyo,2,Ishin
7/19/2020,Mainichi & SSRC,10,Ishin
8/2/2020,JNN,3.5,Ishin
8/23/2020,ANN,4.80078125,Ishin
9/3/2020,Mainichi and JNN,3,Ishin
9/6/2020,JNN,2.19921875,Ishin
9/17/2020,Nikkei,3,Ishin
9/17/2020,Asahi Shimbun,2,Ishin
9/20/2020,Yomiuri-NNN,2,Ishin
9/20/2020,ANN,2.5,Ishin
9/22/2020,NHK,1.099609375,Ishin
10/4/2020,JNN,1.900390625,Ishin
10/11/2020,NHK,1.599609375,Ishin
10/12/2020,Jiji Press,1,Ishin
10/18/2020,Yomiuri-NNN,2,Ishin
10/18/2020,ANN,3.599609375,Ishin
10/18/2020,Asahi Shimbun,2,Ishin
10/25/2020,Nikkei,3,Ishin
11/8/2020,NHK,1.5,Ishin
11/8/2020,JNN,2.69921875,Ishin
11/8/2020,Yomiuri-NNN,3,Ishin
11/9/2020,Jiji Press,1.700195313,Ishin
11/15/2020,Asahi Shimbun,2,Ishin
11/15/2020,ANN,3.69921875,Ishin
11/17/2020,Yomiuri-Waseda,5,Ishin
11/29/2020,Nikkei,4,Ishin
12/6/2020,Yomiuri-NNN,2,Ishin
12/6/2020,Kyodo News,5.6015625,Ishin
12/6/2020,JNN,2,Ishin
12/7/2020,Jiji Press,1.799804688,Ishin
12/13/2020,NHK,2.400390625,Ishin
12/20/2020,ANN,2.599609375,Ishin
12/27/2020,Nikkei,4,Ishin
12/27/2020,Yomiuri-NNN,2,Ishin
1/10/2021,Kyodo News,4.30078125,Ishin
1/10/2021,JNN,2,Ishin
1/11/2021,Jiji Press,1.599609375,Ishin
1/11/2021,NHK,1.099609375,Ishin
1/17/2021,Yomiuri-NNN,1,Ishin
1/17/2021,ANN,2.5,Ishin
1/24/2021,FNN-Sankei,4,Ishin
1/31/2021,Nikkei,3,Ishin
2/7/2021,Yomiuri-NNN,1,Ishin
2/7/2021,JNN,3.099609375,Ishin
2/7/2021,Jiji Press,2.099609375,Ishin
2/7/2021,NHK,2.599609375,Ishin
2/14/2021,ANN,2.900390625,Ishin
2/14/2021,Asahi Shimbun,2,Ishin
2/21/2021,FNN-Sankei,3.900390625,Ishin
2/28/2021,Nikkei,3,Ishin
3/7/2021,JNN,3.099609375,Ishin
3/7/2021,Yomiuri-NNN,3,Ishin
3/7/2021,NHK,2.099609375,Ishin
3/8/2021,Jiji Press,2.400390625,Ishin
3/14/2021,FNN-Sankei,2.5,Ishin
3/21/2021,Asahi Shimbun,2,Ishin
3/21/2021,ANN,2.19921875,Ishin
3/28/2021,Nikkei,4,Ishin
4/1/2021,Mainichi Shimbun,8,Ishin
4/4/2021,JNN,1.400390625,Ishin
4/4/2021,Yomiuri-NNN,2,Ishin
4/11/2021,NHK,1.5,Ishin
4/11/2021,Asahi Shimbun,2,Ishin
4/12/2021,Asahi Shimbun,5,Ishin
4/12/2021,Jiji Press,1.599609375,Ishin
4/18/2021,ANN,3,Ishin
4/18/2021,FNN-Sankei,3.30078125,Ishin
4/25/2021,Nikkei,4,Ishin
5/9/2021,NHK,1.599609375,Ishin
5/9/2021,JNN,2,Ishin
5/9/2021,Yomiuri-NNN,2,Ishin
5/10/2021,Jiji Press,1.900390625,Ishin
5/16/2021,Kyodo News,4.6015625,Ishin
5/16/2021,FNN-Sankei,3,Ishin
5/16/2021,go2senkyo,3.599609375,Ishin
5/16/2021,ANN,2.80078125,Ishin
5/16/2021,Asahi Shimbun,2,Ishin
5/30/2021,Nikkei,4,Ishin
6/1/2021,Mainichi Shimbun,6,Ishin
6/6/2021,Yomiuri-NNN,2,Ishin
6/6/2021,JNN,2.69921875,Ishin
6/13/2021,NHK,2.099609375,Ishin
6/13/2021,go2senkyo,2.900390625,Ishin
6/14/2021,Jiji Press,1.200195313,Ishin
6/20/2021,FNN-Sankei,2.80078125,Ishin
6/20/2021,ANN,3,Ishin
6/20/2021,Asahi Shimbun,2,Ishin
6/27/2021,Nikkei,4,Ishin
7/1/2021,Mainichi Shimbun,6,Ishin
7/4/2021,JNN,2.099609375,Ishin
7/11/2021,Yomiuri-NNN,2,Ishin
7/11/2021,go2senkyo,3.19921875,Ishin
7/11/2021,NHK,2.099609375,Ishin
7/12/2021,Jiji Press,2,Ishin
7/18/2021,FNN-Sankei,2.19921875,Ishin
7/18/2021,ANN,2.69921875,Ishin
7/25/2021,Nikkei,4,Ishin
8/1/2021,Mainichi Shimbun,8,Ishin
8/8/2021,Asahi Shimbun,1,Ishin
8/8/2021,JNN,2.80078125,Ishin
8/9/2021,Yomiuri-NNN,2,Ishin
8/9/2021,Jiji Press,2,Ishin
8/9/2021,NHK,1.700195313,Ishin
8/15/2021,go2senkyo,3.5,Ishin
8/22/2021,ANN,2.599609375,Ishin
8/22/2021,FNN-Sankei,3,Ishin
9/1/2021,Mainichi Shimbun,5,Ishin
9/5/2021,Yomiuri Shimbun,2,Ishin
9/11/2021,Nikkei,3,Ishin
9/12/2021,NHK,1.099609375,Ishin
9/12/2021,Asahi Shimbun,1,Ishin
9/13/2021,Jiji Press,1.700195313,Ishin
9/19/2021,FNN-Sankei,1.599609375,Ishin
9/19/2021,ANN,3.099609375,Ishin
9/25/2021,Nikkei,3,Ishin
10/5/2021,Nikkei & TV Tokyo,3,Ishin
10/5/2021,Yomiuri Shimbun,2,Ishin
10/5/2021,Asahi Shimbun,2,Ishin
10/10/2021,Green Ship,4.9609375,Ishin
10/10/2021,FNN-Sankei,2.599609375,Ishin
10/10/2021,NHK,1.799804688,Ishin
10/10/2021,JNN,2.5,Ishin
10/15/2021,Yomiuri Shimbun,3,Ishin
10/17/2021,NHK,2.30078125,Ishin
10/17/2021,ANN,2.30078125,Ishin
10/17/2021,go2senkyo,4,Ishin
10/17/2021,Kyodo News,4.30078125,Ishin
10/20/2021,Asahi Shimbun,3,Ishin
10/20/2021,Mainichi Shimbun,6,Ishin
10/24/2021,go2senkyo,6.8984375,Ishin
10/24/2021,NHK,3.5,Ishin
1/8/2018,NHK,0,DPP
1/14/2018,Yomiuri Shimbun,0,DPP
1/14/2018,JNN,0,DPP
1/14/2018,Kyodo News,0,DPP
1/15/2018,Jiji Press,0,DPP
1/21/2018,Mainichi Shimbun,0,DPP
1/21/2018,ANN,0,DPP
1/21/2018,Asahi Shimbun,0,DPP
1/28/2018,NTV,0,DPP
1/28/2018,Nikkei,0,DPP
2/4/2018,JNN,0,DPP
2/11/2018,Yomiuri Shimbun,0,DPP
2/11/2018,Kyodo News,0,DPP
2/12/2018,Jiji Press,0,DPP
2/12/2018,NHK,0,DPP
2/18/2018,Asahi Shimbun,0,DPP
2/18/2018,NTV,0,DPP
2/25/2018,Mainichi Shimbun,0,DPP
2/25/2018,ANN,0,DPP
2/25/2018,Nikkei,0,DPP
3/4/2018,Kyodo News,0,DPP
3/4/2018,JNN,0,DPP
3/11/2018,Yomiuri Shimbun,0,DPP
3/11/2018,NHK,0,DPP
3/12/2018,Jiji Press,0,DPP
3/18/2018,Asahi Shimbun,0,DPP
3/18/2018,Kyodo News,0,DPP
3/18/2018,Mainichi Shimbun,0,DPP
3/18/2018,NTV,0,DPP
3/25/2018,Nikkei & TV Tokyo,0,DPP
3/25/2018,ANN,0,DPP
4/1/2018,Kyodo News,0,DPP
4/1/2018,Yomiuri Shimbun,0,DPP
4/8/2018,NHK,0,DPP
4/8/2018,JNN,0,DPP
4/9/2018,Jiji Press,0,DPP
4/15/2018,NTV,0,DPP
4/15/2018,Asahi Shimbun,0,DPP
4/22/2018,Mainichi Shimbun,0,DPP
4/22/2018,ANN,0,DPP
4/22/2018,Yomiuri Shimbun,0,DPP
4/25/2018,Asahi Shimbun,0,DPP
4/29/2018,Nikkei & TV Tokyo,0,DPP
5/13/2018,Kyodo News,1.099609375,DPP
5/13/2018,JNN,0.799804688,DPP
5/13/2018,NHK,1.099609375,DPP
5/14/2018,Jiji Press,0.600097656,DPP
5/20/2018,Yomiuri Shimbun,2,DPP
5/20/2018,NTV,0.5,DPP
5/20/2018,Asahi Shimbun,1,DPP
5/20/2018,ANN,1.5,DPP
5/27/2018,Mainichi Shimbun,1,DPP
5/27/2018,Nikkei & TV Tokyo,1,DPP
6/3/2018,JNN,0.5,DPP
6/10/2018,NHK,1.099609375,DPP
6/11/2018,Jiji Press,0.600097656,DPP
6/17/2018,ANN,1.5,DPP
6/17/2018,Asahi Shimbun,1,DPP
6/17/2018,NTV,0.399902344,DPP
6/17/2018,Yomiuri Shimbun,1,DPP
6/24/2018,Nikkei & TV Tokyo,0,DPP
6/24/2018,Mainichi Shimbun,0,DPP
7/8/2018,JNN,0.600097656,DPP
7/8/2018,NHK,0.700195313,DPP
7/9/2018,Jiji Press,0.600097656,DPP
7/15/2018,Asahi Shimbun,1,DPP
7/22/2018,Kyodo News,0.899902344,DPP
7/22/2018,Yomiuri Shimbun,0,DPP
7/22/2018,Nikkei & TV Tokyo,1,DPP
7/22/2018,ANN,1.400390625,DPP
7/29/2018,Mainichi Shimbun,1,DPP
8/5/2018,NHK,0.399902344,DPP
8/5/2018,JNN,0.5,DPP
8/5/2018,Asahi Shimbun,1,DPP
8/6/2018,Jiji Press,0.5,DPP
8/19/2018,ANN,0.700195313,DPP
8/26/2018,Nikkei & TV Tokyo,1,DPP
8/26/2018,Yomiuri Shimbun,1,DPP
8/26/2018,Kyodo News,1.5,DPP
9/2/2018,JNN,0.5,DPP
9/2/2018,Mainichi Shimbun,1,DPP
9/9/2018,Asahi Shimbun,1,DPP
9/10/2018,Jiji Press,0.399902344,DPP
9/16/2018,ANN,1.5,DPP
9/17/2018,NHK,0.700195313,DPP
9/21/2018,Kyodo News,1.5,DPP
9/23/2018,Nikkei & TV Tokyo,1,DPP
9/23/2018,Yomiuri Shimbun,1,DPP
10/3/2018,Nikkei & TV Tokyo,1,DPP
10/3/2018,Kyodo News,1,DPP
10/3/2018,Yomiuri Shimbun,0,DPP
10/7/2018,Mainichi Shimbun,0,DPP
10/8/2018,NHK,0.799804688,DPP
10/8/2018,Jiji Press,0.099975586,DPP
10/14/2018,Asahi Shimbun,1,DPP
10/14/2018,JNN,1.299804688,DPP
10/21/2018,ANN,1.400390625,DPP
10/28/2018,Yomiuri Shimbun,1,DPP
10/28/2018,Nikkei & TV Tokyo,1,DPP
11/4/2018,Kyodo News,1.299804688,DPP
11/4/2018,JNN,1.200195313,DPP
11/11/2018,NHK,1.5,DPP
11/12/2018,Jiji Press,0.600097656,DPP
11/18/2018,Mainichi Shimbun,1,DPP
11/18/2018,ANN,2,DPP
11/18/2018,Asahi Shimbun,1,DPP
11/25/2018,Yomiuri Shimbun,0,DPP
11/25/2018,Nikkei & TV Tokyo,1,DPP
12/2/2018,JNN,1,DPP
12/9/2018,NHK,0.899902344,DPP
12/10/2018,Mainichi & SSRC,1,DPP
12/10/2018,Jiji Press,1,DPP
12/16/2018,Yomiuri Shimbun,1,DPP
12/16/2018,Nikkei & TV Tokyo,1,DPP
12/16/2018,Mainichi Shimbun,1,DPP
12/16/2018,Kyodo News,1.400390625,DPP
12/16/2018,Asahi Shimbun,1,DPP
12/16/2018,ANN,1.400390625,DPP
12/25/2018,Asahi Shimbun,1,DPP
1/13/2019,Kyodo News,1.400390625,DPP
1/13/2019,JNN,0.600097656,DPP
1/14/2019,Jiji Press,0.199951172,DPP
1/14/2019,NHK,1,DPP
1/20/2019,Asahi Shimbun,1,DPP
1/27/2019,Yomiuri Shimbun,1,DPP
1/27/2019,Nikkei & TV Tokyo,1,DPP
1/27/2019,ANN,1.200195313,DPP
2/3/2019,JNN,1.200195313,DPP
2/3/2019,Mainichi Shimbun,1,DPP
2/3/2019,Kyodo News,1.200195313,DPP
2/11/2019,Jiji Press,0.300048828,DPP
2/11/2019,NHK,0.600097656,DPP
2/17/2019,Nikkei & TV Tokyo,1,DPP
2/17/2019,Asahi Shimbun,1,DPP
2/24/2019,Yomiuri Shimbun,0,DPP
2/24/2019,ANN,0.799804688,DPP
3/3/2019,JNN,1.099609375,DPP
3/10/2019,NHK,1,DPP
3/10/2019,Kyodo News,0.799804688,DPP
3/11/2019,Jiji Press,0.700195313,DPP
3/17/2019,Mainichi Shimbun,0,DPP
3/17/2019,Asahi Shimbun,1,DPP
3/17/2019,ANN,1.5,DPP
3/24/2019,Yomiuri Shimbun,0,DPP
3/24/2019,Nikkei & TV Tokyo,0,DPP
4/2/2019,Yomiuri Shimbun,1,DPP
4/2/2019,Kyodo News,1.599609375,DPP
4/7/2019,NHK,0.899902344,DPP
4/7/2019,JNN,1.400390625,DPP
4/8/2019,Jiji Press,0.600097656,DPP
4/14/2019,Mainichi Shimbun,1,DPP
4/14/2019,Asahi Shimbun,1,DPP
4/15/2019,Asahi Shimbun,1,DPP
4/21/2019,ANN,1.400390625,DPP
4/28/2019,Yomiuri Shimbun,1,DPP
5/2/2019,Kyodo News,0.899902344,DPP
5/12/2019,Nikkei & TV Tokyo,1,DPP
5/12/2019,JNN,0.799804688,DPP
5/12/2019,NHK,0.700195313,DPP
5/13/2019,Jiji Press,0.600097656,DPP
5/19/2019,ANN,1.700195313,DPP
5/19/2019,Mainichi Shimbun,1,DPP
5/19/2019,Yomiuri Shimbun,0,DPP
5/19/2019,Asahi Shimbun,1,DPP
5/19/2019,Kyodo News,1,DPP
6/2/2019,JNN,0.899902344,DPP
6/9/2019,NHK,1.200195313,DPP
6/10/2019,Jiji Press,0.600097656,DPP
6/16/2019,Kyodo News,1.200195313,DPP
6/16/2019,Mainichi Shimbun,1,DPP
6/23/2019,Asahi Shimbun,1,DPP
6/23/2019,NHK,1.099609375,DPP
6/27/2019,Kyodo News,2.69921875,DPP
6/30/2019,Yomiuri Shimbun,2,DPP
6/30/2019,Nikkei & TV Tokyo,1,DPP
6/30/2019,NHK,1.099609375,DPP
7/5/2019,Yomiuri Shimbun,1,DPP
7/7/2019,NHK,1.599609375,DPP
7/7/2019,JNN,1.5,DPP
7/8/2019,Jiji Press,0.600097656,DPP
7/14/2019,Asahi Shimbun,1,DPP
7/15/2019,NHK,1.5,DPP
7/23/2019,Asahi Shimbun,1,DPP
7/23/2019,Kyodo News,1.700195313,DPP
7/23/2019,Yomiuri Shimbun,2,DPP
7/28/2019,Nikkei & TV Tokyo,1,DPP
8/4/2019,NHK,1.5,DPP
8/4/2019,JNN,0.899902344,DPP
8/12/2019,Jiji Press,0.600097656,DPP
8/18/2019,Kyodo News,1.400390625,DPP
8/18/2019,ANN,2.099609375,DPP
8/25/2019,Yomiuri Shimbun,1,DPP
9/1/2019,Nikkei & TV Tokyo,1,DPP
9/8/2019,JNN,1.200195313,DPP
9/8/2019,NHK,0.700195313,DPP
9/9/2019,Jiji Press,0.600097656,DPP
9/12/2019,Kyodo News,1.5,DPP
9/12/2019,Nikkei & TV Tokyo,1,DPP
9/15/2019,Yomiuri Shimbun,1,DPP
9/15/2019,Mainichi Shimbun,1,DPP
9/15/2019,ANN,1.700195313,DPP
9/15/2019,Asahi Shimbun,1,DPP
10/6/2019,Kyodo News,1.599609375,DPP
10/6/2019,JNN,1.799804688,DPP
10/14/2019,Jiji Press,0.600097656,DPP
10/20/2019,Yomiuri Shimbun,1,DPP
10/20/2019,Asahi Shimbun,1,DPP
10/20/2019,ANN,1.799804688,DPP
10/27/2019,Kyodo News,1.299804688,DPP
10/27/2019,Mainichi Shimbun,1,DPP
10/27/2019,Nikkei & TV Tokyo,0,DPP
11/10/2019,ANN,3,DPP
11/10/2019,go2senkyo & JX,1.299804688,DPP
11/10/2019,Jiji Press,0.199951172,DPP
11/10/2019,JNN,1,DPP
11/10/2019,NHK,1.400390625,DPP
11/17/2019,Yomiuri Shimbun,1,DPP
11/17/2019,Asahi Shimbun,1,DPP
11/24/2019,Nikkei & TV Tokyo,1,DPP
11/24/2019,Kyodo News,0.899902344,DPP
12/1/2019,Mainichi Shimbun,1,DPP
12/8/2019,NHK,0.899902344,DPP
12/8/2019,JNN,1,DPP
12/9/2019,Mainichi & SSRC,1,DPP
12/9/2019,Jiji Press,0.600097656,DPP
12/15/2019,Yomiuri Shimbun,0,DPP
12/15/2019,Kyodo News,1.5,DPP
12/15/2019,ANN,1.299804688,DPP
12/15/2019,go2senkyo & JX,0.899902344,DPP
12/22/2019,Asahi Shimbun,1,DPP
12/22/2019,Nikkei & TV Tokyo,1,DPP
1/12/2020,JNN,1.400390625,DPP
1/12/2020,go2senkyo & JX,1.099609375,DPP
1/12/2020,Kyodo News,1.599609375,DPP
1/13/2020,Jiji Press,0.899902344,DPP
1/13/2020,NHK,0.899902344,DPP
1/19/2020,Yomiuri Shimbun,1,DPP
1/19/2020,Mainichi Shimbun,2,DPP
1/19/2020,ANN,2,DPP
1/26/2020,Nikkei & TV Tokyo,1,DPP
1/26/2020,Asahi Shimbun,1,DPP
2/2/2020,JNN,0.899902344,DPP
2/9/2020,Jiji Press,0.5,DPP
2/9/2020,NHK,1,DPP
2/15/2020,Yomiuri Shimbun,1,DPP
2/16/2020,go2senkyo & JX,0.899902344,DPP
2/16/2020,Asahi Shimbun,2,DPP
2/16/2020,Kyodo News,1.900390625,DPP
2/16/2020,ANN,1.599609375,DPP
2/23/2020,Nikkei & TV Tokyo,2,DPP
3/1/2020,go2senkyo & JX,1.200195313,DPP
3/1/2020,go2senkyo & JX,1.200195313,DPP
3/8/2020,NHK,0.899902344,DPP
3/8/2020,JNN,0.899902344,DPP
3/9/2020,Jiji Press,0.399902344,DPP
3/15/2020,Mainichi Shimbun,1,DPP
3/15/2020,Asahi Shimbun,1,DPP
3/16/2020,Kyodo News,1.5,DPP
3/22/2020,Yomiuri Shimbun,1,DPP
3/22/2020,ANN,1.099609375,DPP
3/28/2020,Kyodo News,1,DPP
3/29/2020,Nikkei & TV Tokyo,1,DPP
4/5/2020,JNN,1.400390625,DPP
4/9/2020,"Mainichi, JNN, & SSRC",1,DPP
4/12/2020,go2senkyo & JX,1.299804688,DPP
4/12/2020,NHK,0.5,DPP
4/12/2020,Yomiuri Shimbun,1,DPP
4/13/2020,Asahi Shimbun,1,DPP
4/13/2020,Kyodo News,1.099609375,DPP
4/19/2020,Mainichi Shimbun,1,DPP
4/19/2020,Asahi Shimbun,1,DPP
5/10/2020,Yomiuri Shimbun,1,DPP
5/10/2020,Kyodo News,1.200195313,DPP
5/10/2020,Nikkei & TV Tokyo,0,DPP
5/10/2020,JNN,0.5,DPP
5/17/2020,ANN,1.900390625,DPP
5/17/2020,go2senkyo & JX,0.700195313,DPP
5/24/2020,Mainichi & SSRC,1,DPP
5/24/2020,Asahi Shimbun,1,DPP
5/31/2020,Kyodo News,0.899902344,DPP
6/1/2020,Jiji Press,1.200195313,DPP
6/7/2020,Yomiuri Shimbun,1,DPP
6/7/2020,Nikkei & TV Tokyo,0,DPP
6/7/2020,JNN,1.299804688,DPP
6/14/2020,go2senkyo & JX,1.5,DPP
6/20/2020,Mainichi & SSRC,2,DPP
6/21/2020,Asahi Shimbun,1,DPP
6/21/2020,Kyodo News,1.5,DPP
6/21/2020,ANN,0.799804688,DPP
6/22/2020,Jiji Press,1.200195313,DPP
7/5/2020,Yomiuri Shimbun,1,DPP
7/5/2020,JNN,0.600097656,DPP
7/12/2020,go2senkyo & JX,1,DPP
7/13/2020,Jiji Press,0.600097656,DPP
7/19/2020,ANN,1.700195313,DPP
7/19/2020,Asahi Shimbun,1,DPP
7/19/2020,Kyodo News,1.5,DPP
7/19/2020,Nikkei & TV Tokyo,0,DPP
7/19/2020,Mainichi & SSRC,2,DPP
8/2/2020,JNN,2.400390625,DPP
8/23/2020,ANN,1.700195313,DPP
9/3/2020,Mainichi and JNN,1,DPP
